,District,Neighborhood,Furnished,Available for Loan,Elevator,Household appliances,Air conditioning,Terrace,Washing Machine,Laundry room,Closed Garage,Parking Lot,Kitchen,Next to sea shore,Hospital,High school,Market,Police station,Gym,Primary School-Secondary School,Highway,Airport,Metro,Bus stop,Sea,City,Top floor,Ground floor,sqrt_m2,totalrooms,buildingage,floorloc,numberoffloors,bathroom_count,has_balcony,heating_grouped,distgrouped,price_updated,district_encoded,price_per_m2,security_features,water_features,cephe_yonu,toplam_cephe,sanitasyon_score,banyo_durumu,havuz_tipi,havuz_var,luxury_pool_score,is_smart_home,luxury_score,smart_home_impact
27558,Maltepe,Yalı Mh.,No,Yes,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,12.96148139681572,4.0,2.0,4.0,4,3,1.0,other,Maltepe,14000000.0,531133.9283387623,83333.33333333333,3,1,West,2,0,yok,kapali_havuz,1,2,0,0.0,13698890.517431868
27559,Beşiktaş,Nisbetiye Mh.,No,Yes,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,18.16590212458495,6.0,28.0,5.0,5,3,1.0,central,Beşiktaş,56000000.0,3417575.7583756344,169696.9696969697,2,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27560,Eyüpsultan,Göktürk Merkez Mh.,No,Yes,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,10.0,3.0,7.5,1.0,4,1,1.0,other,Eyüpsultan,12900000.0,782382.0847628658,129000.0,1,1,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27561,Adalar,Burgazada Mh.,Yes,Yes,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,9.219544457292889,3.0,28.0,0.5,4,1,1.0,natural_gas,Other,30300000.0,1024442.7267080746,356470.5882352941,0,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27562,Eyüpsultan,Göktürk Merkez Mh.,No,Yes,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,10.0,3.0,13.0,2.0,4,1,0.0,natural_gas,Eyüpsultan,13500000.0,782382.0847628658,135000.0,1,1,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27563,Kartal,Kordonboyu Mah.,No,Yes,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,6.48074069840786,1.0,1.0,8.0,30,1,1.0,air_based,Kartal,5980000.0,526419.6984924623,142380.95238095237,3,1,West,1,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
27564,Ataşehir,Yenişehir Mh.,No,Yes,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,12.24744871391589,4.0,18.0,6.0,8,1,0.0,natural_gas,Ataşehir,11900000.0,663389.644803229,79333.33333333333,1,1,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27565,Şişli,Fulya Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,11.61895003862225,4.0,28.0,2.0,7,1,1.0,natural_gas,Şişli,17000000.0,926286.5709908068,125925.92592592593,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27566,Beşiktaş,Gayrettepe Mah.,No,Yes,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,12.649110640673518,4.0,28.0,5.0,8,1,1.0,other,Beşiktaş,29000000.0,3417575.7583756344,181250.0,2,1,West,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27567,Zeytinburnu,Sümer Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,9.219544457292889,3.0,28.0,0.0,5,1,0.0,absent,Zeytinburnu,3299980.0,682912.6367346939,38823.294117647056,0,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27568,Esenler,Fevzi Çakmak Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,10.954451150103322,3.0,23.0,5.0,5,1,1.0,natural_gas,Esenler,6700000.0,310423.5130072841,55833.333333333336,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27569,Bağcılar,Göztepe Mh.,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,9.219544457292889,3.0,7.5,1.0,4,1,0.0,natural_gas,Bağcılar,5200000.0,422581.1141414141,61176.470588235294,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27570,Bakırköy,Kartaltepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,13.038404810405298,5.0,35.0,1.0,4,2,1.0,natural_gas,Bakırköy,9400000.0,2067155.5151515151,55294.117647058825,2,0,West,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27571,Küçükçekmece,Yeşilova Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,10.0,3.0,23.0,3.0,6,1,0.0,natural_gas,Küçükçekmece,4400000.0,449917.38307349663,44000.0,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27572,Küçükçekmece,Halkalı Merkez Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.327379053088816,3.0,4.0,0.5,30,1,0.0,natural_gas,Küçükçekmece,4400000.0,449917.38307349663,50574.71264367816,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27573,Bayrampaşa,Muratpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,13.038404810405298,5.0,35.0,1.0,5,2,0.0,natural_gas,Bayrampaşa,10400000.0,498019.5159629248,61176.470588235294,0,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27574,Eyüpsultan,Eyüp Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,10.0,3.0,28.0,1.0,30,1,1.0,natural_gas,Eyüpsultan,7900000.0,782382.0847628658,79000.0,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27575,Zeytinburnu,Sümer Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,8.94427190999916,3.0,13.0,0.5,30,1,1.0,natural_gas,Zeytinburnu,4480000.0,682912.6367346939,56000.0,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27576,Fatih,Yavuz Sultan Selim Mah.,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8.94427190999916,2.0,3.0,0.5,2,1,0.0,natural_gas,Fatih,4000000.0,527925.2457372117,50000.0,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27577,Zeytinburnu,liefendi Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,8.06225774829855,2.0,28.0,5.0,6,1,0.0,natural_gas,Zeytinburnu,3000000.0,682912.6367346939,46153.84615384616,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27578,Kağıthane,Hamidiye Mah.,No,No,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,9.746794344808963,3.0,18.0,4.0,5,1,0.0,natural_gas,Kağıthane,5700000.0,432087.61001042754,60000.0,1,0,West,1,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27579,Esenler,Menderes Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.488088481701515,3.0,18.0,0.0,5,1,0.0,stove,Esenler,3360000.0,310423.5130072841,30545.454545454544,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27580,Esenler,Kazım Karabekir Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,8.660254037844387,3.0,18.0,1.0,4,1,0.0,stove,Esenler,2700000.0,310423.5130072841,36000.0,1,0,West,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27581,Bağcılar,Yıldıztepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,9.486832980505138,3.0,7.5,1.0,4,1,0.0,natural_gas,Bağcılar,5500000.0,422581.1141414141,61111.11111111111,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27582,Esenler,Menderes Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,10.723805294763608,3.0,23.0,5.0,5,1,1.0,natural_gas,Esenler,4520000.0,310423.5130072841,39304.34782608696,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27583,Avcılar,Cihangir Mah.,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,8.366600265340756,2.0,4.0,0.5,30,1,1.0,natural_gas,Avcılar,3580000.0,423310.2821031345,51142.857142857145,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27584,Pendik,Orta Mah.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11.61895003862225,4.0,7.5,3.0,5,1,1.0,natural_gas,Pendik,6760000.0,395494.32960199006,50074.07407407407,1,0,West,3,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
27585,Güngören,Güneştepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.899494936611664,3.0,23.0,0.5,5,1,0.0,natural_gas,Güngören,3510000.0,405051.7975334018,35816.32653061225,1,0,West,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27586,Güngören,Haznedar Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.488088481701515,4.0,23.0,1.0,4,1,1.0,natural_gas,Güngören,6300000.0,405051.7975334018,57272.72727272727,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27587,Gaziosmanpaşa,Yenidoğan Mh.,No,Yes,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,12.649110640673518,4.0,18.0,0.5,4,1,1.0,natural_gas,Gaziosmanpaşa,5700000.0,402936.0554435484,35625.0,2,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27588,Eyüpsultan,Çırçır Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,10.488088481701515,4.0,4.0,0.5,30,1,1.0,natural_gas,Eyüpsultan,5800000.0,782382.0847628658,52727.27272727273,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27589,Kadıköy,Erenköy Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,9.746794344808963,3.0,28.0,2.0,4,1,0.0,natural_gas,Kadıköy,10200000.0,1665764.970936491,107368.42105263156,1,1,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27590,Bayrampaşa,Yıldırım Mh.,No,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.746794344808963,2.0,18.0,4.0,4,1,1.0,natural_gas,Bayrampaşa,5400000.0,498019.5159629248,56842.10526315789,0,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27591,Bağcılar,İnönü Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.848857801796104,3.0,28.0,4.0,5,1,1.0,natural_gas,Bağcılar,4000000.0,422581.1141414141,41237.113402061856,0,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27592,Bayrampaşa,Muratpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,9.486832980505138,3.0,23.0,0.5,5,1,1.0,stove,Bayrampaşa,4540000.0,498019.5159629248,50444.444444444445,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27593,Zeytinburnu,liefendi Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,11.832159566199232,4.0,23.0,2.0,5,1,1.0,natural_gas,Zeytinburnu,9300000.0,682912.6367346939,66428.57142857143,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27594,Pendik,Güllü Bağlar Mh.,No,Yes,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,9.219544457292889,3.0,28.0,5.0,5,1,1.0,natural_gas,Pendik,5400000.0,395494.32960199006,63529.41176470588,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27595,Bağcılar,Yıldıztepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,9.486832980505138,3.0,23.0,1.0,5,1,1.0,natural_gas,Bağcılar,3300000.0,422581.1141414141,36666.66666666666,1,0,West,2,0,yok,kapali_havuz,1,2,0,0.0,13698890.517431868
27596,Bağcılar,Yıldıztepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,11.180339887498947,4.0,23.0,2.0,6,1,1.0,natural_gas,Bağcılar,5200000.0,422581.1141414141,41600.0,1,0,West,2,0,yok,kapali_havuz,1,2,0,0.0,13698890.517431868
27597,Şişli,Mahmut Şevket Paşa Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,10.0,3.0,18.0,0.0,6,2,1.0,natural_gas,Şişli,3700000.0,926286.5709908068,37000.0,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27598,Kadıköy,Hasanpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,8.94427190999916,3.0,35.0,4.0,4,1,1.0,natural_gas,Kadıköy,6400000.0,1665764.970936491,80000.0,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27599,Esenler,Kazım Karabekir Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,9.486832980505138,3.0,18.0,1.0,4,1,1.0,natural_gas,Esenler,4000000.0,310423.5130072841,44444.444444444445,1,0,West,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27600,Bağcılar,Kazım Karabekir Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10.246950765959598,3.0,18.0,2.0,30,1,1.0,natural_gas,Bağcılar,4500000.0,422581.1141414141,42857.142857142855,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27601,Pendik,Sapan Bağları Mh.,No,No,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10.0,3.0,18.0,3.0,4,1,1.0,natural_gas,Pendik,4800000.0,395494.32960199006,48000.0,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27602,Beyoğlu,Sururi Mehmet Efendi Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,9.219544457292889,3.0,28.0,3.0,30,2,1.0,natural_gas,Beyoğlu,9300000.0,1153020.0825593397,109411.76470588236,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27603,Beyoğlu,Sururi Mehmet Efendi Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.219544457292889,3.0,28.0,4.0,4,2,1.0,natural_gas,Beyoğlu,9300000.0,1153020.0825593397,109411.76470588236,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27604,Sarıyer,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,9.219544457292889,3.0,35.0,1.0,5,1,1.0,natural_gas,Sarıyer,13400000.0,2818335.21871821,157647.0588235294,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27605,Başakşehir,Başak Mh.,No,Yes,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,10.723805294763608,4.0,18.0,2.0,4,1,1.0,natural_gas,Başakşehir,9500000.0,712425.0368852459,82608.69565217392,2,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27606,Esenler,Oruçreis Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,10.488088481701515,4.0,7.5,0.5,5,1,1.0,natural_gas,Esenler,4540000.0,310423.5130072841,41272.72727272727,1,0,West,2,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
27607,Zeytinburnu,Telsiz Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,10.954451150103322,4.0,28.0,3.0,5,1,1.0,natural_gas,Zeytinburnu,9800000.0,682912.6367346939,81666.66666666667,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27608,Ümraniye,Esenkent Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,8.94427190999916,3.0,7.5,3.0,4,1,1.0,natural_gas,Ümraniye,4780000.0,460973.1654450262,59750.0,1,0,West,2,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
27609,Arnavutköy,Hastane Mah.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,10.488088481701515,3.0,0.0,1.0,5,1,1.0,natural_gas,Arnavutköy,4560000.0,298698.1409736308,41454.545454545456,2,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27610,Esenyurt,Güzelyurt Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,13.564659966250536,4.0,7.5,2.0,4,1,1.0,natural_gas,Esenyurt,9800000.0,280980.89225941425,53260.86956521739,1,0,West,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27611,Üsküdar,Valide-i Atik Mh.,No,Yes,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,11.40175425099138,4.0,35.0,3.0,4,1,1.0,natural_gas,Üsküdar,13000000.0,1026801.4897959183,100000.0,1,0,West,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27612,Zeytinburnu,Yeşiltepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,10.44030650891055,3.0,28.0,3.0,4,1,1.0,natural_gas,Zeytinburnu,10000000.0,682912.6367346939,91743.11926605504,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27613,Şişli,Gülbahar Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,11.180339887498947,4.0,23.0,2.0,4,1,1.0,natural_gas,Şişli,14000000.0,926286.5709908068,112000.0,1,0,West,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27614,Silivri,Alibey Mah.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,11.832159566199232,4.0,7.5,-4.0,5,1,1.0,natural_gas,Silivri,6000000.0,330578.6200640341,42857.142857142855,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27615,Sultangazi,İsmetpaşa Mh.,No,Yes,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,9.746794344808963,3.0,7.5,0.5,4,1,1.0,natural_gas,Sultangazi,3900000.0,324805.2351160444,41052.63157894737,0,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27616,Fatih,Yavuz Sultan Selim Mah.,No,Yes,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,9.486832980505138,3.0,3.0,1.0,2,1,1.0,natural_gas,Fatih,8000000.0,527925.2457372117,88888.88888888889,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27617,Zeytinburnu,Yeşiltepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,11.832159566199232,5.0,18.0,5.0,5,2,1.0,natural_gas,Zeytinburnu,9600000.0,682912.6367346939,68571.42857142857,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27618,Esenler,Havaalanı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,10.954451150103322,4.0,7.5,1.0,4,2,1.0,natural_gas,Esenler,8300000.0,310423.5130072841,69166.66666666667,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27619,Avcılar,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,10.488088481701515,4.0,28.0,-2.0,4,2,1.0,natural_gas,Avcılar,5700000.0,423310.2821031345,51818.181818181816,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27620,Fatih,Karagümrük Mh.,No,Yes,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,16.431676725154983,6.0,13.0,3.0,30,2,1.0,natural_gas,Fatih,13800000.0,527925.2457372117,51111.11111111111,1,1,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27621,Üsküdar,İcadiye Mh.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,13.601470508735444,4.0,35.0,3.0,5,1,1.0,natural_gas,Üsküdar,22000000.0,1026801.4897959183,118918.91891891892,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27622,Gaziosmanpaşa,Karlıtepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,12.24744871391589,4.0,18.0,4.0,4,1,1.0,natural_gas,Gaziosmanpaşa,7000000.0,402936.0554435484,46666.66666666666,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27623,Beykoz,Acarlar Mah.,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,11.61895003862225,4.0,13.0,4.0,6,1,1.0,natural_gas,Other,9900000.0,1435304.2986425338,73333.33333333333,2,1,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27624,Zeytinburnu,Yenidoğan Mh.,No,Yes,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.488088481701515,3.0,23.0,3.0,4,1,1.0,natural_gas,Zeytinburnu,8000000.0,682912.6367346939,72727.27272727272,1,1,West,1,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27625,Bağcılar,Kemalpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,9.219544457292889,3.0,13.0,0.5,4,1,1.0,natural_gas,Bağcılar,2980000.0,422581.1141414141,35058.82352941176,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27626,Esenler,Menderes Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,9.486832980505138,3.0,23.0,5.0,5,1,1.0,natural_gas,Esenler,4520000.0,310423.5130072841,50222.22222222222,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27627,Sultanbeyli,Mecidiye Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,14.142135623730953,3.0,13.0,3.0,30,1,1.0,natural_gas,Sultanbeyli,13000000.0,312650.6651835373,65000.0,1,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27628,Bağcılar,Yıldıztepe Mh.,No,No,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.219544457292889,3.0,28.0,3.0,30,1,1.0,natural_gas,Bağcılar,3340000.0,422581.1141414141,39294.117647058825,1,0,West,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27629,Avcılar,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,28.0,-3.0,5,2,1.0,natural_gas,Avcılar,6000000.0,423310.2821031345,50000.0,2,0,West,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27630,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mh.,No,No,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,10.723805294763608,3.0,18.0,5.0,5,1,1.0,natural_gas,Gaziosmanpaşa,6400000.0,402936.0554435484,55652.17391304348,0,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27631,Arnavutköy,Mehmet Akif Ersoy Mah.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9.219544457292889,3.0,7.5,1.0,2,1,1.0,natural_gas,Arnavutköy,5300000.0,298698.1409736308,62352.94117647059,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27632,Sultangazi,İsmetpaşa Mh.,No,No,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,10.0,3.0,18.0,3.0,6,1,1.0,natural_gas,Sultangazi,4600000.0,324805.2351160444,46000.0,1,0,West,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
27633,Esenler,Birlik Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,8.06225774829855,2.0,0.0,1.0,30,1,0.0,natural_gas,Esenler,3800000.0,310423.5130072841,58461.53846153846,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27634,Bağcılar,Yıldıztepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,9.486832980505138,3.0,23.0,3.0,5,1,1.0,natural_gas,Bağcılar,3600000.0,422581.1141414141,40000.0,1,0,West,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
