,District,Neighborhood,Furnished,Available for Loan,Elevator,Household appliances,Air conditioning,Terrace,Washing Machine,Laundry room,Closed Garage,Parking Lot,Kitchen,Next to sea shore,Hospital,High school,Market,Police station,Gym,Primary School-Secondary School,Highway,Airport,Metro,Bus stop,Sea,City,Top floor,Ground floor,sqrt_m2,totalrooms,buildingage,floorloc,numberoffloors,bathroom_count,has_balcony,heating_grouped,distgrouped,price_updated,district_encoded,price_per_m2,security_features,water_features,cephe_yonu,toplam_cephe,sanitasyon_score,banyo_durumu,havuz_tipi,havuz_var,luxury_pool_score,is_smart_home,luxury_score,smart_home_impact
0,Tuzla,Aydınlı Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071067811865476,2.0,7.5,5.0,13,1,0.0,natural_gas,Tuzla,3300000.0,401807.901221996,66000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
1,Fatih,Katip Kasım Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,2.0,35.0,0.0,30,1,0.0,underfloor,Fatih,4140000.0,527925.2457372117,98571.42857142857,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
2,Çekmeköy,Çatalmeşe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.416198487095663,2.0,1.0,-1.0,7,1,0.0,natural_gas,Çekmeköy,3060000.0,378758.4229607251,55636.36363636364,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
3,Çekmeköy,Mehmet Akif Ersoy Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.874007874011811,2.0,0.0,1.0,5,1,0.0,natural_gas,Çekmeköy,4100000.0,378758.4229607251,66129.03225806452,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
4,Küçükçekmece,Halkalı Merkez Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8.366600265340756,2.0,7.5,0.5,4,1,0.0,natural_gas,Küçükçekmece,3000000.0,449917.38307349663,42857.142857142855,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
5,Ümraniye,Çakmak Mh.,No,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06225774829855,2.0,3.0,0.5,5,1,1.0,natural_gas,Ümraniye,3600000.0,460973.1654450262,55384.61538461538,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
6,Silivri,Yeni Mah.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,3.0,13.0,2.0,10,2,0.0,natural_gas,Silivri,3940000.0,330578.6200640341,52533.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
7,Esenyurt,Yeşilkent Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.874007874011811,2.0,7.5,4.0,20,1,1.0,other,Esenyurt,3540000.0,280980.89225941425,57096.77419354839,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
8,Esenyurt,Turgut Özal Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2.0,7.5,6.0,19,1,1.0,other,Esenyurt,8520000.0,280980.89225941425,133125.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
9,Arnavutköy,Anadolu Mah.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,2.0,0.0,1.0,4,1,0.0,natural_gas,Arnavutköy,3340000.0,298698.1409736308,44533.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
10,Avcılar,Cihangir Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06225774829855,2.0,13.0,1.0,6,1,1.0,natural_gas,Avcılar,4600000.0,423310.2821031345,70769.23076923077,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
11,Eyüpsultan,Akşemsettin Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,8.660254037844387,2.0,4.0,0.0,5,1,0.0,natural_gas,Eyüpsultan,4400000.0,782382.0847628658,58666.66666666666,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
12,Fatih,Akşemsettin Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,3.0,35.0,4.0,4,1,0.0,natural_gas,Fatih,7200000.0,527925.2457372117,96000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
13,Kağıthane,Gültepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.306623862918075,2.0,28.0,5.0,5,1,1.0,natural_gas,Kağıthane,3100000.0,432087.61001042754,44927.536231884056,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
14,Fatih,Hırka-i Şerif Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48528137423857,3.0,2.0,2.0,30,1,0.0,underfloor,Fatih,6000000.0,527925.2457372117,83333.33333333333,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
15,Fatih,Kemal Paşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.746794344808963,3.0,18.0,6.0,6,1,1.0,absent,Fatih,10000000.0,527925.2457372117,105263.15789473684,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
16,Ataşehir,Esatpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18535277187245,3.0,7.5,1.0,6,1,0.0,natural_gas,Ataşehir,6620000.0,663389.644803229,98805.97014925371,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
17,Kağıthane,Sultan Selim Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,3.0,4.0,0.0,5,1,0.0,natural_gas,Kağıthane,6900000.0,432087.61001042754,92000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
18,Beylikdüzü,Yakuplu Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,3.0,0.5,1,1,1.0,natural_gas,Beylikdüzü,3460000.0,417505.9584599797,43250.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
19,Kağıthane,Sultan Selim Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,2.0,23.0,3.0,7,1,0.0,natural_gas,Kağıthane,3900000.0,432087.61001042754,52000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20,Sancaktepe,Sarıgazi Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,7.5,2.0,4,1,0.0,natural_gas,Sancaktepe,5600000.0,321896.8641588297,70000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
21,Sultangazi,İsmetpaşa Mh.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,2.0,2.0,1.0,5,1,0.0,natural_gas,Sultangazi,3980000.0,324805.2351160444,53066.66666666666,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
22,Tuzla,Aydıntepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,9.486832980505138,3.0,7.5,1.0,4,1,0.0,natural_gas,Tuzla,6400000.0,401807.901221996,71111.11111111111,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
23,Üsküdar,Kısıklı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,2.5,2.0,0.5,4,1,1.0,natural_gas,Üsküdar,6500000.0,1026801.4897959183,86666.66666666667,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
24,Beşiktaş,Dikilitaş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,23.0,4.0,5,1,1.0,underfloor,Beşiktaş,11000000.0,3417575.7583756344,137500.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
25,Bayrampaşa,İsmet Paşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219544457292889,2.0,7.5,0.5,4,1,1.0,natural_gas,Bayrampaşa,4500000.0,498019.5159629248,52941.17647058824,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
26,Arnavutköy,Anadolu Mah.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,7.5,-2.0,4,1,0.0,natural_gas,Arnavutköy,2700000.0,298698.1409736308,33750.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
27,Beyoğlu,Sururi Mehmet Efendi Mah.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219544457292889,3.0,23.0,0.5,4,1,0.0,natural_gas,Beyoğlu,5000000.0,1153020.0825593397,58823.52941176471,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
28,Çatalca,Ferhatpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,1.0,5,1,1.0,natural_gas,Other,3400000.0,336206.1359649123,37777.77777777778,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
29,Kağıthane,Telsizler Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219544457292889,3.0,13.0,-1.0,6,1,1.0,natural_gas,Kağıthane,5500000.0,432087.61001042754,64705.882352941175,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
30,Sultangazi,Yayla Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,7.5,0.5,30,2,0.0,absent,Sultangazi,1600000.0,324805.2351160444,20000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
31,Ataşehir,İçerenköy Mh.,No,Yes,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,9.797958971132712,3.0,4.0,1.0,4,2,1.0,natural_gas,Ataşehir,8000000.0,663389.644803229,83333.33333333333,0,0,West,0,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
32,Bayrampaşa,Yenidoğan Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,1.0,1.0,5,1,1.0,natural_gas,Bayrampaşa,9060000.0,498019.5159629248,113250.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
33,Beyoğlu,Fetihtepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,9.055385138137416,3.0,18.0,3.0,5,1,1.0,natural_gas,Beyoğlu,9400000.0,1153020.0825593397,114634.14634146342,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
34,Esenyurt,Sultaniye Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2.0,7.5,0.5,6,2,0.0,natural_gas,Esenyurt,1900000.0,280980.89225941425,19000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
35,Sarıyer,Pınar Mh.,No,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9.486832980505138,4.0,13.0,4.0,5,1,1.0,natural_gas,Sarıyer,6000000.0,2818335.21871821,66666.66666666667,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
36,Tuzla,Aydınlı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.486832980505138,3.0,2.0,-2.0,8,1,1.0,natural_gas,Tuzla,5300000.0,401807.901221996,58888.88888888889,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
37,Başakşehir,Kayabaşı Mh.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,9.219544457292889,3.0,7.5,6.0,9,1,1.0,other,Başakşehir,8000000.0,712425.0368852459,94117.64705882352,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
38,Ümraniye,Madenler Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.591663046625438,3.0,1.0,3.0,30,1,1.0,natural_gas,Ümraniye,6740000.0,460973.1654450262,73260.86956521739,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
39,Silivri,Fatih Silivri Mah.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1104335791443,4.0,7.5,4.0,4,1,1.0,natural_gas,Silivri,3800000.0,330578.6200640341,45783.132530120485,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
40,Başakşehir,Kayabaşı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.099504938362076,3.0,4.0,6.0,25,1,1.0,other,Başakşehir,10900000.0,712425.0368852459,106862.74509803922,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
41,Esenyurt,Turgut Özal Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,-2.0,5,1,1.0,natural_gas,Esenyurt,5600000.0,280980.89225941425,62222.22222222222,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
42,Arnavutköy,İslambey Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.327379053088816,3.0,0.0,1.0,4,2,1.0,stove,Arnavutköy,4800000.0,298698.1409736308,55172.41379310345,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
43,Üsküdar,Aziz Mahmut Hüdayi Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.273618495495704,2.0,35.0,4.0,8,1,1.0,underfloor,Üsküdar,30000000.0,1026801.4897959183,348837.2093023256,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
44,Şişli,Eskişehir Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.246950765959598,3.0,28.0,3.0,6,1,1.0,natural_gas,Şişli,10500000.0,926286.5709908068,100000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
45,Beyoğlu,Fetihtepe Mah.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,28.0,3.0,4,1,1.0,natural_gas,Beyoğlu,7000000.0,1153020.0825593397,70000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
46,Gaziosmanpaşa,Karlıtepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.486832980505138,3.0,23.0,4.0,4,2,1.0,natural_gas,Gaziosmanpaşa,5700000.0,402936.0554435484,63333.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
47,Sarıyer,Emirgan Mah.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,18.0,1.0,4,1,0.0,natural_gas,Sarıyer,3500000.0,2818335.21871821,35000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
48,Ümraniye,Parseller Mah.,No,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,9.486832980505138,4.0,7.5,-3.0,5,1,0.0,natural_gas,Ümraniye,7200000.0,460973.1654450262,80000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
49,Şile,Balibey Mah.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10.488088481701515,3.0,23.0,1.0,4,2,1.0,natural_gas,Other,6500000.0,381696.10954063607,59090.90909090909,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
50,Esenyurt,Akçaburgaz Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.0,3.0,7.5,0.5,1,2,0.0,natural_gas,Esenyurt,2400000.0,280980.89225941425,24000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
51,Sultanbeyli,Mimar Sinan Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,3.0,3.0,1.0,4,1,0.0,natural_gas,Sultanbeyli,3600000.0,312650.6651835373,31304.34782608696,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
52,Başakşehir,Kayabaşı Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.770329614269007,4.0,13.0,2.0,11,1,0.0,central,Başakşehir,12400000.0,712425.0368852459,106896.55172413791,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
53,Esenyurt,Yeşilkent Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.797958971132712,3.0,7.5,13.0,27,2,0.0,other,Esenyurt,5900000.0,280980.89225941425,61458.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
54,Esenyurt,Barbaros Hayrettin Paşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,3.0,4.0,0.5,10,2,1.0,natural_gas,Esenyurt,3000000.0,280980.89225941425,27272.727272727272,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
55,Sultanbeyli,Mimar Sinan Mah.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,4.0,0.0,4.0,5,1,1.0,natural_gas,Sultanbeyli,6700000.0,312650.6651835373,60909.09090909091,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
56,Sultangazi,Esentepe Mah.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,3.0,0.0,7.0,12,2,1.0,other,Sultangazi,8200000.0,324805.2351160444,63076.92307692308,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
57,Fatih,Silivrikapı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,3.0,28.0,-3.0,5,1,1.0,natural_gas,Fatih,10700000.0,527925.2457372117,93043.47826086955,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
58,Kağıthane,Hamidiye Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,23.0,5.0,11,1,1.0,central,Kağıthane,13000000.0,432087.61001042754,108333.33333333331,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
59,Sultangazi,Zübeyde Hanım Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.224972160321824,5.0,28.0,2.0,5,2,1.0,stove,Sultangazi,3000000.0,324805.2351160444,23809.52380952381,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
60,Çekmeköy,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.816653826391969,4.0,4.0,-2.0,7,1,1.0,underfloor,Çekmeköy,4600000.0,378758.4229607251,39316.23931623931,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
61,Başakşehir,Gürcintepe Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,0.0,1.0,5,1,1.0,natural_gas,Başakşehir,5600000.0,712425.0368852459,43076.92307692308,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
62,Esenyurt,Yunus Emre Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,3.0,7.5,2.0,5,1,1.0,natural_gas,Esenyurt,3700000.0,280980.89225941425,33636.36363636364,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
63,Tuzla,Şifa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,4.0,7.5,10.0,14,1,1.0,underfloor,Tuzla,6100000.0,401807.901221996,55454.545454545456,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
64,Beyoğlu,Küçük Piyale Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,4.0,13.0,4.0,6,1,1.0,natural_gas,Beyoğlu,13000000.0,1153020.0825593397,104000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
65,Başakşehir,Ziya Gökalp Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61895003862225,4.0,7.5,11.0,14,1,1.0,central,Başakşehir,10200000.0,712425.0368852459,75555.55555555556,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
66,Sultangazi,Uğur Mumcu Mh.,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,3.0,18.0,2.0,4,1,1.0,natural_gas,Sultangazi,5400000.0,324805.2351160444,43200.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
67,Esenler,Nine Hatun Mah.,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,18.0,0.5,7,1,1.0,natural_gas,Esenler,4400000.0,310423.5130072841,33846.153846153844,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
68,Fatih,Hırka-i Şerif Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,35.0,-2.0,6,1,1.0,natural_gas,Fatih,12000000.0,527925.2457372117,92307.69230769233,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
69,Ümraniye,Altınşehir Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.832159566199232,4.0,4.0,-4.0,4,3,1.0,natural_gas,Ümraniye,8740000.0,460973.1654450262,62428.57142857143,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
70,Gaziosmanpaşa,Kazım Karabekir Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.575836902790224,5.0,7.5,3.0,30,1,1.0,underfloor,Gaziosmanpaşa,7200000.0,402936.0554435484,53731.34328358209,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
71,Beykoz,Çiğdem Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.832159566199232,4.0,23.0,3.0,30,1,1.0,natural_gas,Other,8600000.0,1435304.2986425338,61428.57142857143,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
72,Silivri,Sancaktepe Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,7.5,5.0,5,1,1.0,natural_gas,Silivri,4400000.0,330578.6200640341,33846.153846153844,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
73,Esenyurt,Gökevler Mh.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.041594578792296,4.0,13.0,1.0,9,2,1.0,natural_gas,Esenyurt,6100000.0,280980.89225941425,42068.96551724138,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
74,Şişli,Teşvikiye Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74734012447073,4.0,7.5,9.0,9,2,1.0,natural_gas,Şişli,83000000.0,926286.5709908068,601449.2753623188,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
75,Başakşehir,Gürcintepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.449899597988733,5.0,0.0,3.0,4,2,1.0,natural_gas,Başakşehir,6400000.0,712425.0368852459,41290.32258064516,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
76,Sarıyer,Bahçeköy Merkez Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41640786499874,4.0,13.0,6.0,6,2,1.0,natural_gas,Sarıyer,13600000.0,2818335.21871821,75555.55555555556,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
77,Başakşehir,Gürcintepe Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41640786499874,3.0,13.0,2.0,30,2,1.0,natural_gas,Başakşehir,2600000.0,712425.0368852459,14444.444444444443,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
